meta_data,meta_data,label,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features,text_features
310_train_data,Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel. Positive: Nothing.Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel. Positive: Nothing.Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel. Positive: Nothing.Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel. Positive: Nothing.,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
311_train_data,Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.Positive: Nothing. Negative: The hotel is terrible they advertise for AC which does not work in the entire building although it was 26 degrees. As the owner do not want to run it. The room telephones are not even connected not even to call reception. The bathroom bath was incredibly dirty. I took pictures never seen this in my entire travels. Overall disgusting. They hotel looks like it got stuck in the 70's and never moved on. Completely obsolete. A disaster never stay there really. How can even booking com have this hotel on its list is a big question mark. That hotel should not even trade. Or Maybe as a hostel.,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
320_train_data,Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list. Positive: the location.Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list. Positive: the location.,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1
321_train_data,Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.Positive: the location. Negative: 1. we didn't received what we asked a room with a bath and a double bed 2. no WIFI only in the lobby 3. room was to hot airco didn't worked properly 4. really old fashion and this hotel urgently needs to be refreshed 5. simple breakfast. RESUMED this hotel does not deserve 4 stars at all and can not be recommended at all. We don't understand that booking.com included it in its list.,0.14285714285714285,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1
330_train_data,Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable. Positive: nothing except location.Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable. Positive: nothing except location.Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable. Positive: nothing except location.Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable. Positive: nothing except location.,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1
331_train_data,Positive: nothing except location. Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable.Positive: nothing except location. Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable.Positive: nothing except location. Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable.Positive: nothing except location. Negative: everything how such a facility can take 4 stars. The room was dirty. Even in bathroom there were hair and dirty everywhere. Very small uncomfortable.,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1
340_train_data,Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast. Positive: The staff are very friendly and helpful which is the only positive thing about this hotel.Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast. Positive: The staff are very friendly and helpful which is the only positive thing about this hotel.,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1
341_train_data,Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.Positive: The staff are very friendly and helpful which is the only positive thing about this hotel. Negative: It is very dirty. It is dangerous for your hygiene. I do not know how it is a 4 stars hotel. It should be one star. The toilet is very dirty the carpets are very dirty. They do not have a proper toaster for breakfast.,0.14285714285714285,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1
350_train_data,"Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception. Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint.",0.14285714285714285,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
351_train_data,"Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.Positive: some kind and helpful staff including the manager who agreed to a refund, decent value for money breakfast full refund received upon complaint. Negative: the facilities are old very old and used. Rooms are rather tacky and one of the rooms I stayed in needed redecorating long time ago, smell of cigarettes by reception.",0.09523809523809523,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
